"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.045799292E0	-7.555348874E-1	-9.190978083E-1	-3.721121264E0	3.906701576E0
3.055761292E0	-1.365806702E-1	-6.961917150E-1	2.027082317E0	2.147649856E0
3.065723292E0	5.053087022E-2	5.032607149E-1	6.829781771E-1	8.498728766E-1
3.075684292E0	6.784073355E-1	-1.123001693E0	1.881563830E0	2.293829062E0
3.085646292E0	1.239171725E-1	-1.081255351E0	4.899995953E-1	1.193552765E0
3.095608292E0	6.219183353E-1	6.642269605E-1	1.039629096E-1	9.158537860E-1
3.105570292E0	-1.963737310E-1	-6.785087116E-1	5.549247390E-1	8.982639812E-1
3.115531292E0	2.654953392E-2	-1.079625220E0	2.439504563E0	2.667860193E0
3.125493292E0	9.697484368E-1	-1.936386228E-1	-2.757739860E-1	1.026625169E0
3.135455292E0	-7.963610972E-1	2.120893839E-1	-5.174676509E0	5.239890255E0
3.145416292E0	-4.487005650E-1	-6.363479479E-1	-2.715966766E0	2.825375441E0
3.155378292E0	-2.058074643E-1	-8.512713493E-1	2.703915070E0	2.842213280E0
3.165340292E0	2.144305177E-1	1.471727917E-1	1.265659649E0	1.292104726E0
3.175301292E0	1.519697378E-1	-4.329848938E-1	-4.257515591E-1	6.259673391E-1
3.185263292E0	-3.962378843E-1	-7.182942633E-1	2.557883198E0	2.686208772E0
3.195225292E0	2.619642148E-1	-5.565451486E-1	1.300257039E0	1.438414447E0
3.205186292E0	-1.787188308E-1	-5.195656392E-1	-1.189854591E0	1.310588731E0
3.215148292E0	5.741679257E-1	5.227500694E-1	2.237214875E-1	8.080765719E-1
3.225110292E0	-1.320118569E-1	-5.718519898E-1	-1.637349021E-1	6.093036573E-1
3.235071292E0	-7.703037847E-1	-9.399317300E-1	-2.182179712E0	2.497748561E0
3.245033292E0	-8.397025600E-2	-1.588362511E-1	-9.232923084E-1	9.406107832E-1
3.254995292E0	6.058941869E-1	-1.630058457E-1	-1.472697276E-1	6.444897549E-1
3.264956292E0	-2.909635722E-1	-6.284624659E-1	1.314075179E0	1.485401780E0
3.274918292E0	3.261830514E-1	-1.747976880E-1	1.809493389E0	1.846947736E0
3.284880292E0	-3.225086976E-1	-2.971407718E-1	-1.594680719E0	1.653877594E0
3.294841292E0	1.740465218E-1	-1.031275764E0	-2.761733508E-1	1.081708654E0
3.304803292E0	-3.263216304E-1	1.030256466E-1	2.538499678E0	2.561460659E0
3.314765292E0	2.568460738E-1	2.395317831E-2	-1.066216385E-1	2.791269141E-1
3.324727292E0	5.764625559E-1	-8.491214194E-2	-2.948673086E0	3.005693284E0
3.334688292E0	-1.027192507E0	-3.394038618E-1	5.938578397E-1	1.234093417E0
3.344650292E0	-9.016491321E-1	-1.152983730E0	-1.137943010E0	1.853984071E0
3.354612292E0	2.892543214E-1	-3.320014695E-1	-6.837903553E-1	8.133033187E-1
3.364573292E0	-7.483140146E-1	4.685233569E-1	1.611054677E0	1.837113272E0
3.374535292E0	1.223248478E-2	-9.045755904E-1	9.215907687E-1	1.291408602E0
3.384497292E0	-1.075056279E-1	-1.294111615E0	1.394075029E0	1.905184380E0
3.394458292E0	-2.725841106E-1	-5.229042897E-1	-1.673590064E-1	6.129763703E-1
3.404420292E0	5.089741390E-1	6.678901680E-1	-3.818372154E-1	9.224595437E-1
3.414382292E0	4.072676699E-1	-1.114941745E0	1.763589823E0	2.125843624E0
3.424343292E0	-8.159916620E-1	-1.149463926E0	1.477666240E0	2.042206460E0
3.434305292E0	8.512644788E-1	5.498517312E-1	-4.910894578E0	5.014366729E0
3.444267292E0	-2.481809570E-1	-3.332862490E-1	2.420747280E-4	4.155400941E-1
3.454228292E0	-8.657845771E-1	-1.088293937E0	2.260102047E0	2.653681949E0
3.464190292E0	4.132692155E-1	-2.284822357E-2	1.217293235E0	1.285735706E0
3.474152292E0	-3.123055256E-1	-2.569608254E-2	-2.546923177E0	2.566127959E0
3.484113292E0	-4.784351914E-1	-8.405760609E-1	-2.434672424E0	2.619751545E0
3.494075292E0	4.514852649E-1	-9.966063794E-1	1.969975485E0	2.253412220E0
3.504037292E0	-7.524385674E-1	5.794258151E-1	1.681001995E0	1.930716390E0
3.513998292E0	-5.355734336E-2	-7.926459226E-1	-1.902046627E-1	8.169049892E-1
3.523960292E0	1.398648283E0	-8.419628012E-1	-5.395600104E-1	1.719372962E0
3.533922292E0	-9.501490085E-1	5.193269632E-1	2.430813847E0	2.661078652E0
3.543883292E0	-3.674280681E-1	-8.261779502E-1	-4.226560432E-1	9.981039632E-1
3.553845292E0	5.165467949E-1	-8.141571712E-1	-2.679153281E0	2.847373315E0
3.563807292E0	-1.401151038E0	6.269859709E-4	2.017117492E0	2.456010505E0
3.573768292E0	9.946716088E-1	-4.898627704E-1	-1.886538641E0	2.188233349E0
3.583730292E0	-9.053938352E-1	-8.433389434E-1	-1.365362862E0	1.842599879E0
3.593692292E0	-3.671792690E-1	-4.302698123E-1	1.454372102E0	1.560497016E0
3.603654292E0	7.945391048E-1	3.332456108E-3	2.826949843E0	2.936485810E0
3.613615292E0	-2.490892672E-1	-9.214908544E-1	-1.780066107E0	2.019857966E0
3.623577292E0	8.981490436E-2	-5.781156003E-1	-1.075085442E0	1.223966124E0
3.633539292E0	-5.302303576E-2	-5.987435538E-1	4.058157113E0	4.102431527E0
3.643500292E0	4.758910314E-1	-3.436092158E-1	-5.825159955E-1	8.269609737E-1
3.653462292E0	-1.151214436E-2	-2.556843965E-1	-2.487933542E0	2.501063844E0
3.663424292E0	-6.841736403E-1	-1.007614201E0	-1.538379634E0	1.962139610E0
3.673385292E0	-2.575449623E-1	-4.476629034E-1	1.437828575E0	1.527770432E0
3.683347292E0	5.324298426E-1	3.874410407E-1	2.857709706E-1	7.178141437E-1
3.693309292E0	3.503514575E-3	-6.796560084E-1	-3.767039448E-1	7.770781340E-1
3.703270292E0	-9.619389687E-1	-1.217837830E0	-4.796827680E-1	1.624361757E0
3.713232292E0	7.208515430E-1	-2.102938684E-1	7.369158179E-1	1.052090957E0
3.723194292E0	6.741920777E-1	-1.421838651E-1	1.858700048E0	1.982300955E0
3.733155292E0	-2.434169198E-1	-6.077741399E-1	-7.979455465E-1	1.032161953E0
3.743117292E0	-9.580709442E-2	-9.058903369E-1	-1.365248841E0	1.641255830E0
3.753079292E0	2.696880578E-1	-2.883898471E-1	1.533921717E0	1.583924299E0
3.763040292E0	-4.137373217E-1	-3.015503216E-1	9.821451187E-1	1.107574016E0
3.773002292E0	-1.304554925E-1	-5.145047645E-1	-1.974125839E0	2.044237417E0
3.782964292E0	3.308341825E-2	-1.474177535E-1	-1.201375360E0	1.210838248E0
3.792925292E0	-5.419222125E-1	-9.157514468E-1	5.068173569E-1	1.178619629E0
3.802887292E0	-7.310531071E-1	-5.991402143E-1	1.507871202E0	1.779630075E0
3.812849292E0	1.124593159E0	-1.859886375E-1	-4.651524371E-1	1.231124826E0
3.822810292E0	-6.173840388E-1	1.689412812E-1	-1.613976531E0	1.736267390E0
3.832772292E0	-1.937918747E-1	-1.189349391E0	1.243218035E0	1.731386251E0
3.842734292E0	9.797916144E-2	-7.841436325E-1	1.831049150E0	1.994297405E0
3.852696292E0	1.813672358E-1	2.224758113E-1	-1.788850379E0	1.811732662E0
3.862657292E0	6.798768139E-1	-1.866232431E-1	-1.423792918E0	1.588787900E0
3.872619292E0	4.008636532E-1	-6.366969535E-1	2.185659390E0	2.311532316E0
3.882581292E0	-2.540175929E-1	-4.850642164E-1	-3.089031404E-1	6.286758956E-1
3.892542292E0	-4.404985659E-1	5.558414362E-2	-1.514405465E0	1.578148439E0
3.902504292E0	7.530713823E-1	-4.290300564E-1	-1.178582329E-1	8.746850057E-1
3.912466292E0	-1.137638955E0	-9.704636975E-1	2.578502235E0	2.980720711E0
3.922427292E0	-1.486715427E-1	-5.836746944E-1	-8.627718723E-1	1.052214180E0
3.932389292E0	1.924521862E-1	-7.494184440E-3	-1.740047178E0	1.750673639E0
3.942351292E0	2.358711977E-4	-7.486318108E-3	4.971647733E-1	4.972211907E-1
3.952312292E0	2.931943763E-1	-7.428510341E-1	1.535044382E0	1.730361770E0
3.962274292E0	-7.968502899E-1	-5.506175338E-1	-2.147869420E-1	9.921106206E-1
3.972236292E0	2.820110099E-1	-3.748052899E-2	-2.057976081E0	2.077546762E0
3.982197292E0	2.462826585E-1	-2.029613138E-1	2.001430582E0	2.026714784E0
3.992159292E0	2.669860594E-1	-5.949249566E-1	1.509389724E0	1.644224619E0
4.002121292E0	-1.160761386E-1	-6.273664784E-1	-2.859745122E0	2.930051967E0
4.012082292E0	-5.022668710E-1	-4.239737132E-1	-5.370755285E-1	8.488084840E-1
4.022044292E0	4.660285693E-1	3.764944683E-1	2.051967482E0	2.137639179E0
4.032006250E0	-4.199498056E-1	-6.404964743E-1	5.184615022E-1	9.248761550E-1
4.041967250E0	-1.044136861E0	-1.143436177E0	-1.316368457E0	2.032361678E0
4.051929250E0	2.101051495E-1	-6.996239210E-2	-8.223027080E-1	8.515988808E-1
4.061891250E0	1.238562701E-2	3.465046109E-1	9.029527688E-1	9.672344865E-1
4.071852250E0	2.563287414E-1	-9.143030184E-1	-9.078270078E-2	9.538846533E-1
4.081814250E0	1.732439366E-1	-7.449075729E-1	-7.510058534E-1	1.071872448E0
4.091776250E0	1.438595492E-1	4.710894258E-2	1.477589641E0	1.485323524E0
4.101738250E0	6.821768162E-1	-2.874465450E-1	5.528478080E-1	9.239217627E-1
4.111699250E0	-6.596504179E-1	-7.306736959E-1	-7.854237342E-1	1.259330443E0
4.121661250E0	-3.555474029E-1	-6.823280398E-1	5.955248809E-1	9.729518967E-1
4.131623250E0	3.487569949E-1	-8.848596015E-2	8.932206631E-3	3.599180336E-1
4.141584250E0	-2.701222501E-1	-7.982414156E-2	-6.227752447E-2	2.884725526E-1
4.151546250E0	2.789514726E-2	-8.008316591E-1	-5.712361318E-1	9.840834333E-1
4.161508250E0	-3.513061982E-2	-1.629026606E-1	9.416180670E-2	1.914102482E-1
4.171469250E0	1.830194396E-1	-1.593176962E-1	-6.746073031E-1	7.169192821E-1
4.181431250E0	-2.688654276E-1	-5.029752612E-1	-8.937936902E-2	5.772879724E-1
4.191393250E0	1.361953844E-1	-3.660109223E-1	5.451499486E-1	6.705979752E-1
4.201354250E0	1.326290488E-1	-1.770158475E-1	6.583678311E-1	6.945309755E-1
4.211316250E0	-5.007789830E-2	-3.007273077E-1	-1.722157037E-1	3.501470521E-1
4.221278250E0	8.905018905E-2	-3.321996901E-1	6.041080087E-1	6.951496648E-1
4.231239250E0	8.095326175E-3	-1.365014313E-1	2.725036383E-1	3.048875332E-1
4.241201250E0	-2.722125931E-1	-2.638855733E-1	-1.073504940E0	1.138485023E0
4.251163250E0	-3.141993656E-1	-1.810140822E-1	-1.269721125E0	1.320484409E0
4.261124250E0	2.788887429E-1	-6.194384946E-2	3.834668344E-1	4.781869765E-1
4.271086250E0	1.730099749E-2	-2.073018116E-1	7.145771152E-1	7.442404310E-1
4.281048250E0	7.399039278E-3	-6.306644543E-1	2.604057491E-2	6.312452069E-1
4.291009250E0	-3.201621003E-2	-7.032107127E-1	3.287409890E-1	7.769176159E-1
4.300971250E0	-2.509862501E-1	-5.951142602E-1	2.980109471E-1	7.113125930E-1
4.310933250E0	8.660678381E-2	-3.264870335E-1	5.819505697E-1	6.728751620E-1
4.320895250E0	3.626685259E-2	-1.205309129E-1	3.116261888E-1	3.360861007E-1
4.330856250E0	-2.990514591E-1	-3.160780760E-1	-3.898426384E-1	5.842211979E-1
4.340818250E0	-2.136238212E-1	-1.975576825E-1	-8.327446657E-1	8.821155555E-1
4.350780250E0	-1.896621507E-1	-2.487280372E-2	-6.259514523E-1	6.545270112E-1
4.360741250E0	1.344839866E-1	-3.072494747E-1	1.953034347E-1	3.881128882E-1
4.370703250E0	-8.733990588E-2	-2.099389790E-2	-5.780826366E-1	5.850201173E-1
4.380665250E0	3.066049654E-2	-2.992119287E-1	1.675402701E-2	3.012449862E-1
4.390626250E0	9.021728416E-2	-2.287110628E-1	1.564361152E0	1.583563615E0
4.400588250E0	2.768814121E-1	2.875365373E-1	3.173202074E-1	5.099340062E-1
4.410550250E0	3.698229414E-1	-1.611855527E-1	-8.961395931E-1	9.827593606E-1
4.420511250E0	2.691968551E-1	-5.371616653E-1	6.842101854E-1	9.105784861E-1
4.430473250E0	1.273006456E-1	-3.987861740E-1	6.172414398E-1	7.458035009E-1
4.440435250E0	-3.574213351E-2	-1.241303218E-1	-8.190528256E-1	8.291763190E-1
4.450396250E0	-6.441613903E-2	-1.443475998E-1	8.372101843E-2	1.788711197E-1
4.460358250E0	-2.516445552E-1	-1.795646305E-1	5.082317984E-1	5.948680523E-1
4.470320250E0	-4.265808405E-1	-1.489585131E-1	-8.637945503E-1	9.748337690E-1
4.480281250E0	-4.083647903E-1	-4.852835600E-1	-1.137776949E0	1.302612115E0
4.490243250E0	-2.575850888E-1	-3.962532698E-1	2.057658577E-1	5.154670891E-1
4.500205250E0	1.157420341E-1	-1.741684179E-1	1.060824083E0	1.081239378E0
4.510166250E0	1.228970253E-1	-4.325903895E-1	-2.565325534E-1	5.177326287E-1
4.520128250E0	6.566847101E-2	-3.923312134E-1	-2.565506798E-1	4.733438289E-1
4.530090250E0	1.304227847E-2	-6.631311740E-2	1.032311890E0	1.034521807E0
4.540052250E0	-1.745669331E-2	-1.901415128E-1	7.496130466E-1	7.735491262E-1
4.550013250E0	-3.619352485E-2	-4.597307160E-1	-1.680250043E-1	4.908102531E-1
4.559975250E0	-9.067472829E-2	-3.238539227E-1	-1.415330243E-1	3.648765086E-1
4.569937250E0	-2.248740011E-2	-2.772386221E-1	-9.983202714E-1	1.036344683E0
4.579898250E0	-2.611758913E-2	-3.917814289E-1	-3.484601390E-1	5.249755089E-1
4.589860250E0	3.883238698E-2	-4.029511091E-1	1.310127139E-2	4.050298680E-1
4.599822250E0	-9.204472178E-3	-2.713122864E-1	4.183331966E-1	4.986960421E-1
4.609783250E0	5.155684643E-2	-3.191466583E-1	2.922736591E-1	4.358171517E-1
4.619745250E0	-2.590133809E-4	-3.483137394E-1	3.763291383E-1	5.127827498E-1
4.629707250E0	8.096439430E-2	-2.629704110E-1	5.048404133E-1	5.749543574E-1
4.639668250E0	2.377555314E-2	-3.657324486E-1	1.126185429E-1	3.834167929E-1
4.649630250E0	-3.515261540E-3	-3.715840862E-1	-4.484229684E-1	5.823832491E-1
4.659592250E0	-9.524302083E-2	-3.341064306E-1	-8.623017561E-1	9.296572802E-1
4.669553250E0	-8.092445050E-2	-3.391882823E-1	-1.205614007E-1	3.689613921E-1
4.679515250E0	-8.948958904E-2	-3.015857703E-1	8.217676878E-3	3.146901549E-1
4.689477250E0	-1.097628176E-1	-2.202584741E-1	1.447659498E-1	2.855150640E-1
4.699438250E0	-5.802401313E-2	-1.765993796E-1	2.969987941E-1	3.503746718E-1
4.709400250E0	-7.771573610E-2	-2.325987303E-1	2.658424902E-1	3.616823670E-1
4.719362250E0	-3.939215738E-2	-3.063419503E-1	1.858765537E-1	3.604819355E-1
4.729323250E0	4.755183262E-2	-3.095057691E-1	2.014166987E-1	3.723220171E-1
4.739285250E0	4.583993233E-2	-3.498696835E-1	1.429293394E-2	3.531492358E-1
4.749247250E0	6.880339173E-2	-3.617273983E-1	-2.380840033E-1	4.384798855E-1
4.759209250E0	1.039193844E-1	-3.539032025E-1	-1.433234417E-1	3.957124260E-1
4.769170250E0	8.257240601E-2	-3.820818483E-1	-6.262543380E-2	3.958872137E-1
4.779132250E0	4.702001008E-2	-3.502470481E-1	-2.009921908E-2	3.539602445E-1
4.789094250E0	1.637703235E-2	-3.526409348E-1	9.726375461E-2	3.661749227E-1
4.799055250E0	-9.688470885E-2	-3.955957139E-1	1.343807101E-1	4.288831903E-1
4.809017250E0	-1.830559299E-1	-4.177295813E-1	1.240340620E-1	4.726435497E-1
4.818979250E0	-2.281816157E-1	-4.342473442E-1	1.463183856E-1	5.119049479E-1
4.828940250E0	-1.590109366E-1	-4.349531762E-1	3.523649096E-2	4.644462873E-1
4.838902250E0	-5.774228240E-2	-4.037933275E-1	-8.541729569E-2	4.167485296E-1
4.848864250E0	3.512379045E-2	-3.521627056E-1	-1.163964289E-1	3.725592309E-1
4.858825250E0	7.761319969E-2	-2.935817361E-1	-1.620374554E-1	3.441949760E-1
4.868787250E0	6.170991972E-2	-1.846496799E-1	-3.912722826E-2	1.985813649E-1
4.878749250E0	3.132141007E-2	-9.769555321E-2	4.874999106E-2	1.135870304E-1
4.888710250E0	5.605743919E-4	-4.343005265E-2	1.421545833E-1	1.486418827E-1
4.898672250E0	-5.609092363E-2	-4.199357449E-2	1.506751460E-1	1.661705498E-1
4.908634250E0	-8.770018573E-2	-2.424351769E-2	8.584297299E-2	1.250923129E-1
4.918595250E0	-8.631513566E-2	3.227033094E-2	7.280309737E-2	1.174392093E-1
4.928557250E0	-7.196752568E-2	5.126441256E-2	6.420242786E-4	8.836162597E-2
4.938519250E0	-5.036543513E-2	9.326027568E-2	-6.178285003E-2	1.226836445E-1
4.948480250E0	-1.619228774E-2	1.496593476E-1	-8.767665982E-2	1.742047852E-1
4.958442250E0	1.109227316E-2	1.799763476E-1	-9.784906089E-2	2.051559479E-1
4.968404250E0	-1.248060772E-3	1.997612058E-1	-4.215491652E-2	2.041644777E-1
4.978365250E0	3.096189767E-3	2.069496082E-1	9.198254943E-3	2.071770611E-1
4.988327250E0	-2.191022054E-2	2.016099126E-1	7.536710143E-2	2.163488262E-1
4.998289250E0	-2.524325680E-2	1.915463794E-1	7.641609192E-2	2.077658696E-1
5.008251250E0	-3.958126456E-2	1.717197319E-1	7.461573422E-2	1.913683637E-1
5.018212250E0	-5.476575270E-2	1.665364676E-1	6.398023367E-2	1.866203446E-1
5.028174250E0	-4.124201998E-2	1.580224648E-1	5.034978926E-2	1.709008627E-1
5.038136250E0	-4.313712998E-2	1.304892328E-1	1.696277261E-2	1.384773899E-1
5.048097250E0	-1.050211780E-2	1.113489205E-1	-1.567229211E-2	1.129358106E-1
5.058059250E0	-3.238625656E-2	7.088714752E-2	-5.563742638E-2	9.575688232E-2
5.068021250E0	-2.939191570E-2	4.348248116E-2	-9.454947710E-2	1.081397915E-1
5.077982250E0	-2.458399694E-2	1.305189668E-2	-4.678825021E-2	5.444139299E-2
5.087944250E0	-4.700778575E-2	-2.337138035E-2	-1.309659362E-2	5.410613740E-2
5.097906250E0	-6.238317635E-2	-1.930622244E-2	4.259462714E-2	7.796597449E-2
5.107867250E0	-6.540472961E-2	-1.146440390E-2	9.034591377E-2	1.121231258E-1
5.117829250E0	-6.803359665E-2	2.460593999E-2	8.584940493E-2	1.122681740E-1
5.127791250E0	-3.774282686E-2	5.560574178E-2	9.901207209E-2	1.196658260E-1
5.137752250E0	-1.532757819E-2	8.531168950E-2	5.214956224E-2	1.011562942E-1
5.147714250E0	1.110427137E-2	1.077339069E-1	-7.582669258E-3	1.085697767E-1
5.157676250E0	1.782167605E-2	1.218183693E-1	-2.928987265E-2	1.265512697E-1
5.167637250E0	2.683193616E-3	1.044039358E-1	-4.171228230E-2	1.124601967E-1
5.177599250E0	-4.621292530E-2	6.568853427E-2	-3.676904619E-2	8.833221811E-2
5.187561250E0	-5.628362593E-2	4.759921334E-2	-3.017689526E-2	7.965034002E-2
5.197523250E0	-8.332869767E-2	1.062734757E-2	1.428650200E-2	8.520983811E-2
5.207484250E0	-6.468363544E-2	4.484197707E-6	5.021588802E-2	8.188777762E-2
5.217446250E0	-3.847995976E-2	3.130061933E-3	4.183565855E-2	5.692738284E-2
5.227408250E0	-7.858479680E-3	3.444959963E-2	4.542818785E-2	5.755215781E-2
5.237369250E0	-3.267462936E-3	5.665224263E-2	2.821164608E-2	6.337231165E-2
5.247331250E0	8.615237293E-3	7.546429769E-2	4.138016045E-2	8.649508783E-2
5.257293250E0	1.570389220E-2	7.212767087E-2	4.781209767E-2	8.794890459E-2
5.267254250E0	-7.771207702E-3	8.691108570E-2	6.942983866E-3	8.753361361E-2
5.277216250E0	-4.525846328E-2	6.038725669E-2	2.041262984E-2	7.817688102E-2
5.287178250E0	-7.096463227E-2	4.240550626E-2	-1.566293657E-2	8.413996420E-2
5.297139250E0	-6.644610501E-2	4.741305718E-2	-7.128925323E-3	8.193841857E-2
5.307101250E0	-5.417481847E-2	4.037700665E-2	-5.180633068E-3	6.776468536E-2
5.317063250E0	-4.748493682E-2	2.430388562E-2	-1.041564524E-2	5.435056344E-2
5.327024250E0	-2.895192642E-2	3.863114683E-2	4.257942438E-3	4.846348752E-2
5.336986250E0	9.561335058E-3	6.003485232E-2	2.626510799E-2	6.622279455E-2
5.346948250E0	-1.438801058E-2	7.062143725E-2	4.018732846E-2	8.251923180E-2
5.356909250E0	-4.958299545E-3	5.761266607E-2	4.722094417E-2	7.465669156E-2
5.366871250E0	-2.199554421E-2	7.500079621E-2	4.916280448E-2	9.233582589E-2
5.376833250E0	-3.224941116E-2	5.942874730E-2	5.035563648E-2	8.430593485E-2
5.386794250E0	-4.208472253E-2	4.601638576E-2	2.355726242E-2	6.666015483E-2
5.396756250E0	-4.759318340E-2	6.124822722E-2	4.994106889E-3	7.772642760E-2
5.406718250E0	-4.066390394E-2	4.211566252E-2	-2.943371415E-2	6.552576319E-2
5.416680250E0	-2.110678114E-2	5.217667870E-2	-1.775507033E-2	5.901817121E-2
5.426641250E0	-1.985296451E-2	5.586833658E-2	-1.475720286E-2	6.109980579E-2
5.436603250E0	-3.877996760E-2	6.044719066E-2	1.862922907E-3	7.184162601E-2
5.446565250E0	-2.375809829E-2	6.201791723E-2	3.629366755E-2	7.568288840E-2
5.456526250E0	-2.926968833E-2	5.185096138E-2	4.482650936E-2	7.452954308E-2
5.466488250E0	-2.665546902E-2	6.791545548E-2	4.287880182E-2	8.462632432E-2
5.476450250E0	-3.008602816E-2	5.679408329E-2	3.898397148E-2	7.516972143E-2
5.486411250E0	-4.023559540E-2	6.191670102E-2	2.835314870E-2	7.909792692E-2
5.496373250E0	-6.898540459E-3	4.780109303E-2	2.655571461E-2	5.511569952E-2
5.506335250E0	-3.044970213E-2	4.711208089E-2	-5.629114509E-3	5.637747295E-2
5.516296250E0	-2.309586686E-2	5.528671678E-2	1.338135302E-2	6.139300226E-2
5.526258250E0	-1.919642041E-2	6.323845955E-2	-1.984837353E-2	6.900408143E-2
5.536220250E0	-6.496220958E-2	6.584251704E-2	-1.633776373E-1	1.877433836E-1
5.546181250E0	-2.827570964E-1	5.280789934E-2	-6.304274958E-1	6.929495489E-1
5.556143250E0	-4.377887104E-1	6.058522149E-2	-7.226866186E-1	8.471159736E-1
5.566105250E0	-3.788618597E-1	1.392105833E-1	-8.090815687E-1	9.041730366E-1
5.576066250E0	-2.833040668E-1	1.210524754E-1	-3.460814917E-1	4.633436036E-1
5.586028250E0	5.042483462E-2	1.246011323E-1	4.991931725E-1	5.169738190E-1
5.595990250E0	8.329308996E-1	1.589803575E-2	3.557472900E0	3.653715926E0
5.605951250E0	6.357505086E-1	1.475906210E-2	1.064643484E0	1.240105757E0
5.615913250E0	7.183783901E-1	2.984061983E-3	6.681870604E-1	9.810965108E-1
5.625875250E0	3.433919552E-1	-1.597257587E-1	3.085248256E-1	4.884853334E-1
